trip_id,rider_id,zone,distance_km,duration_min,fare_amount,payment_mode,ride_date,surge_flag,name,age,gender,city,signup_date,total_rides,cancelled_rides,avg_rating,population_density,traffic_index,avg_speed_kmph,zone_type
T00155,R0134,Zone_3,6.37,46.88,146.78,Cash,2024-01-08,1,Aadhya Singh,34,Male,Jaipur,2022-07-30,410,29,4.59,12971,2.11,38.0,Business
T00156,R0272,Zone_10,8.52,83.6,139.92,Cash,2023-02-14,0,Kavya Ghosh,21,Male,Kolkata,2020-01-15,432,4,4.79,2440,1.54,35.4,Industrial
T00157,R0191,Zone_3,8.83,65.91,137.29,Wallet,2023-02-01,0,Meera Gupta,33,Other,Surat,2020-08-14,87,6,4.56,12971,2.11,38.0,Business
T00158,R0193,Zone_4,16.01,120.0,245.9,Cash,2024-03-14,1,Kavya Singh,33,Female,Chennai,2022-01-03,389,68,4.41,4038,2.46,48.2,Business
T00159,R0156,Zone_9,8.29,54.53,194.79,Wallet,2024-02-27,0,Ishaan Iyer,33,Female,Jaipur,2022-07-07,255,18,4.28,11037,1.83,56.1,Mixed
T00160,R0284,Zone_6,13.32,86.84,297.22,Wallet,2023-07-04,0,Vivaan Das,28,Female,Surat,2019-07-31,135,19,4.95,14627,0.54,37.6,Mixed
T00161,R0052,Zone_9,7.8,77.99,101.69,UPI,2023-11-24,1,Reyansh Singh,23,Other,Hyderabad,2021-03-09,40,7,4.74,11037,1.83,56.1,Mixed
T00162,R0040,Zone_8,15.24,117.92,127.82,Credit Card,2023-11-05,1,Aarav Gupta,34,Other,Surat,2023-05-05,485,36,4.41,4516,1.93,31.0,Business
T00163,R0200,Zone_2,1.35,10.81,33.27,Cash,2023-12-31,0,Kavya Kumar,30,Other,Bengaluru,2021-11-15,443,87,3.6,6371,0.91,58.4,Residential
T00164,R0098,Zone_9,5.01,36.18,75.78,Wallet,2023-01-26,0,Diya Singh,21,Other,Bengaluru,2023-04-29,286,56,3.5,11037,1.83,56.1,Mixed
T00165,R0055,Zone_3,12.92,113.26,307.72,Wallet,2024-04-22,1,Kavya Singh,32,Male,Delhi,2021-11-07,425,12,4.19,12971,2.11,38.0,Business
T00166,R0230,Zone_8,7.14,50.26,122.74,Cash,2023-02-24,1,Kavya Gupta,32,Male,Chennai,2022-11-22,183,23,3.65,4516,1.93,31.0,Business
T00167,R0287,Zone_9,12.66,78.42,300.95,UPI,2024-03-27,1,Saanvi Singh,18,Other,Delhi,2021-12-17,320,34,3.33,11037,1.83,56.1,Mixed
T00168,R0131,Zone_9,9.93,63.88,156.99,Cash,2024-01-19,1,Reyansh Ghosh,24,Male,Surat,2019-10-22,99,7,3.6,11037,1.83,56.1,Mixed
T00169,R0043,Zone_1,12.73,83.5,211.73,Wallet,2024-03-09,0,Diya Kumar,28,Male,Ahmedabad,2021-12-10,85,16,4.68,4921,2.43,30.9,Residential
T00170,R0120,Zone_10,11.07,101.93,252.84,Wallet,2024-08-05,1,Ishaan Gupta,18,Other,Surat,2020-07-12,311,15,4.55,2440,1.54,35.4,Industrial
T00171,R0279,Zone_7,11.37,105.02,253.41,Credit Card,2023-10-17,0,Diya Singh,25,Other,Pune,2022-04-21,454,84,3.73,11070,0.64,45.2,Industrial
T00172,R0084,Zone_9,15.46,79.01,340.61,Cash,2023-07-23,0,Kavya Sharma,38,Male,Jaipur,2019-07-21,366,6,4.67,11037,1.83,56.1,Mixed
T00173,R0015,Zone_7,12.93,82.38,257.06,UPI,2023-08-31,0,Saanvi Patel,28,Other,Chennai,2022-12-19,46,1,3.87,11070,0.64,45.2,Industrial
T00174,R0080,Zone_7,12.97,93.21,158.32,Credit Card,2023-09-23,1,Reyansh Kumar,19,Female,Mumbai,2021-05-15,34,6,4.6,11070,0.64,45.2,Industrial
T00175,R0300,Zone_2,8.1,68.75,147.3,Wallet,2023-10-02,1,Saanvi Iyer,38,Female,Kolkata,2023-07-08,291,7,3.67,6371,0.91,58.4,Residential
T00176,R0040,Zone_1,5.09,29.36,48.22,Cash,2023-09-04,1,Aarav Gupta,34,Other,Surat,2023-05-05,485,36,4.41,4921,2.43,30.9,Residential
T00177,R0147,Zone_10,4.7,29.3,99.31,Cash,2023-06-06,0,Saanvi Nair,35,Other,Mumbai,2022-08-29,239,21,3.91,2440,1.54,35.4,Industrial
T00178,R0019,Zone_3,11.75,101.41,164.45,Cash,2023-04-26,0,Kavya Patel,40,Other,Mumbai,2023-04-02,266,24,4.08,12971,2.11,38.0,Business
T00179,R0270,Zone_3,4.19,36.56,98.82,Credit Card,2024-01-02,0,Aadhya Reddy,35,Male,Hyderabad,2022-01-02,455,64,3.08,12971,2.11,38.0,Business
T00180,R0281,Zone_7,1.46,11.89,33.0,Wallet,2023-05-23,0,Arjun Iyer,21,Female,Jaipur,2020-10-15,268,17,4.74,11070,0.64,45.2,Industrial
T00181,R0057,Zone_10,3.18,19.42,75.71,Credit Card,2024-03-09,1,Aadhya Reddy,39,Male,Bengaluru,2023-06-04,407,11,3.66,2440,1.54,35.4,Industrial
T00182,R0051,Zone_8,6.76,49.58,154.69,Credit Card,2023-07-18,0,Aarav Nair,21,Male,Kolkata,2020-04-05,213,14,4.02,4516,1.93,31.0,Business
T00183,R0023,Zone_7,5.16,48.34,100.06,Credit Card,2024-03-11,1,Meera Iyer,24,Other,Jaipur,2019-10-09,176,32,3.21,11070,0.64,45.2,Industrial
T00184,R0125,Zone_7,14.29,104.09,309.14,Wallet,2023-09-12,0,Saanvi Ghosh,44,Male,Ahmedabad,2023-04-22,99,19,3.89,11070,0.64,45.2,Industrial
T00185,R0103,Zone_4,11.0,74.86,89.96,UPI,2023-03-08,0,Ishaan Gupta,37,Other,Surat,2022-11-24,175,14,3.07,4038,2.46,48.2,Business
T00186,R0222,Zone_6,17.92,173.85,213.11,Wallet,2024-07-25,0,Aarav Singh,27,Male,Surat,2022-08-28,475,12,3.44,14627,0.54,37.6,Mixed
T00187,R0282,Zone_9,13.31,103.62,240.96,Wallet,2024-05-01,1,Reyansh Kumar,22,Other,Bengaluru,2022-05-02,319,3,4.47,11037,1.83,56.1,Mixed
T00188,R0050,Zone_1,13.15,88.72,164.35,UPI,2024-08-14,0,Diya Das,49,Male,Ahmedabad,2022-10-06,330,41,3.42,4921,2.43,30.9,Residential
T00189,R0076,Zone_10,19.25,97.76,276.55,Cash,2024-06-21,0,Reyansh Reddy,40,Male,Bengaluru,2022-01-02,137,13,3.34,2440,1.54,35.4,Industrial
T00190,R0115,Zone_6,5.15,36.77,125.32,UPI,2023-12-02,0,Aarav Ghosh,40,Female,Bengaluru,2020-03-01,170,15,4.4,14627,0.54,37.6,Mixed
T00191,R0272,Zone_9,0.48,4.4,11.34,UPI,2024-07-01,0,Kavya Ghosh,21,Male,Kolkata,2020-01-15,432,4,4.79,11037,1.83,56.1,Mixed
T00192,R0110,Zone_2,6.84,51.48,83.3,Cash,2023-03-24,0,Vivaan Patel,19,Female,Kolkata,2023-02-04,224,28,4.43,6371,0.91,58.4,Residential
T00193,R0158,Zone_7,3.88,31.14,76.98,Cash,2023-10-18,1,Aarav Iyer,27,Male,Ahmedabad,2020-07-26,441,60,3.57,11070,0.64,45.2,Industrial
T00194,R0189,Zone_10,6.72,37.27,98.74,Credit Card,2023-07-09,1,Reyansh Gupta,29,Female,Delhi,2019-09-16,238,42,3.28,2440,1.54,35.4,Industrial
T00195,R0223,Zone_9,2.75,20.37,46.02,Wallet,2024-02-05,1,Meera Ghosh,30,Female,Surat,2019-11-29,158,10,4.04,11037,1.83,56.1,Mixed
T00196,R0185,Zone_7,10.84,92.85,164.56,UPI,2024-06-22,1,Vivaan Sharma,27,Male,Delhi,2021-08-27,201,12,4.05,11070,0.64,45.2,Industrial
T00197,R0187,Zone_5,10.56,80.12,167.39,Cash,2023-05-24,0,Saanvi Reddy,27,Other,Surat,2022-08-05,357,38,4.71,2590,1.31,43.9,Business
T00198,R0247,Zone_4,7.87,60.68,112.59,UPI,2023-05-13,1,Aadhya Das,37,Male,Bengaluru,2021-05-11,249,47,4.92,4038,2.46,48.2,Business
T00199,R0051,Zone_6,9.56,52.34,228.89,UPI,2024-02-02,1,Aarav Nair,21,Male,Kolkata,2020-04-05,213,14,4.02,14627,0.54,37.6,Mixed
T00200,R0223,Zone_1,7.29,64.81,133.2,Credit Card,2023-05-16,1,Meera Ghosh,30,Female,Surat,2019-11-29,158,10,4.04,4921,2.43,30.9,Residential
T00201,R0100,Zone_10,11.76,78.75,188.51,UPI,2023-12-12,0,Ishaan Gupta,28,Male,Delhi,2021-05-24,383,60,3.79,2440,1.54,35.4,Industrial
T00202,R0295,Zone_2,8.35,45.08,97.01,Cash,2024-08-08,0,Kavya Gupta,18,Female,Delhi,2019-05-29,98,18,3.59,6371,0.91,58.4,Residential
T00203,R0098,Zone_1,6.67,55.29,86.4,Cash,2023-03-21,0,Diya Singh,21,Other,Bengaluru,2023-04-29,286,56,3.5,4921,2.43,30.9,Residential
T00204,R0124,Zone_6,12.65,71.89,238.72,Credit Card,2024-02-11,0,Aadhya Das,37,Other,Hyderabad,2022-06-09,419,25,3.59,14627,0.54,37.6,Mixed
T00205,R0024,Zone_2,14.3,71.55,222.77,UPI,2024-08-06,0,Meera Kumar,41,Other,Chennai,2019-07-10,140,16,3.49,6371,0.91,58.4,Residential
T00206,R0167,Zone_5,14.69,126.65,200.33,Wallet,2023-06-23,1,Kavya Nair,44,Male,Hyderabad,2022-08-25,117,5,4.75,2590,1.31,43.9,Business
T00207,R0246,Zone_2,3.05,27.75,62.86,Cash,2024-07-06,1,Vivaan Das,29,Other,Mumbai,2021-03-31,240,34,4.79,6371,0.91,58.4,Residential
T00208,R0287,Zone_5,5.33,52.14,47.6,Cash,2023-09-15,0,Saanvi Singh,18,Other,Delhi,2021-12-17,320,34,3.33,2590,1.31,43.9,Business
T00209,R0284,Zone_7,0.51,2.85,10.2,Wallet,2023-08-11,0,Vivaan Das,28,Female,Surat,2019-07-31,135,19,4.95,11070,0.64,45.2,Industrial
T00210,R0065,Zone_10,6.8100000000000005,66.23,169.57,UPI,2024-04-24,0,Meera Nair,43,Other,Mumbai,2023-06-28,180,32,4.52,2440,1.54,35.4,Industrial
T00211,R0092,Zone_10,10.08,81.12,86.38,Wallet,2024-07-11,1,Aarav Nair,21,Male,Surat,2019-07-18,252,23,4.51,2440,1.54,35.4,Industrial
T00212,R0193,Zone_5,7.34,58.06,132.45,Wallet,2023-01-16,1,Kavya Singh,33,Female,Chennai,2022-01-03,389,68,4.41,2590,1.31,43.9,Business
T00213,R0070,Zone_1,17.65,151.29,384.89,Cash,2023-08-14,1,Meera Reddy,33,Male,Bengaluru,2023-01-03,310,6,3.54,4921,2.43,30.9,Residential
T00214,R0127,Zone_5,5.97,42.78,71.24,Credit Card,2023-09-04,1,Vivaan Kumar,38,Male,Chennai,2020-03-17,43,2,4.83,2590,1.31,43.9,Business
T00215,R0132,Zone_7,2.56,18.78,54.82,Wallet,2023-02-12,0,Aadhya Iyer,23,Male,Surat,2022-12-09,484,25,3.32,11070,0.64,45.2,Industrial
T00216,R0266,Zone_6,10.84,100.15,237.72,Wallet,2023-07-01,0,Diya Reddy,29,Other,Chennai,2020-09-25,98,13,3.9,14627,0.54,37.6,Mixed
T00217,R0149,Zone_4,8.75,46.78,158.78,Wallet,2023-12-03,0,Diya Reddy,30,Male,Jaipur,2019-09-14,89,8,4.57,4038,2.46,48.2,Business
T00218,R0091,Zone_10,10.75,99.03,209.14,Cash,2023-05-09,0,Meera Das,41,Other,Surat,2022-04-16,334,43,3.4,2440,1.54,35.4,Industrial
T00219,R0273,Zone_8,9.52,62.91,231.76,UPI,2024-02-09,0,Aadhya Nair,43,Male,Delhi,2022-09-17,289,48,3.76,4516,1.93,31.0,Business
T00220,R0166,Zone_1,9.22,87.28,208.55,Credit Card,2024-04-06,0,Reyansh Sharma,24,Other,Chennai,2021-03-16,349,63,4.29,4921,2.43,30.9,Residential
T00221,R0270,Zone_1,2.61,18.59,38.99,UPI,2023-10-26,0,Aadhya Reddy,35,Male,Hyderabad,2022-01-02,455,64,3.08,4921,2.43,30.9,Residential
T00222,R0283,Zone_1,4.37,22.07,62.46,UPI,2024-03-04,0,Diya Nair,19,Male,Surat,2023-06-15,245,45,3.55,4921,2.43,30.9,Residential
T00223,R0260,Zone_8,5.05,27.22,67.14,Wallet,2023-06-16,1,Reyansh Das,55,Other,Mumbai,2019-07-17,63,3,4.24,4516,1.93,31.0,Business
T00224,R0084,Zone_1,6.26,43.28,123.04,Cash,2023-03-13,0,Kavya Sharma,38,Male,Jaipur,2019-07-21,366,6,4.67,4921,2.43,30.9,Residential
T00225,R0230,Zone_8,5.76,28.81,115.75,UPI,2024-01-07,1,Kavya Gupta,32,Male,Chennai,2022-11-22,183,23,3.65,4516,1.93,31.0,Business
T00226,R0282,Zone_8,10.06,93.03,113.24,UPI,2023-08-30,1,Reyansh Kumar,22,Other,Bengaluru,2022-05-02,319,3,4.47,4516,1.93,31.0,Business
T00227,R0067,Zone_6,11.0,56.68,274.82,UPI,2023-07-18,0,Saanvi Iyer,32,Male,Pune,2022-07-24,348,9,3.38,14627,0.54,37.6,Mixed
T00228,R0139,Zone_9,2.34,21.45,50.18,UPI,2023-12-16,0,Diya Gupta,44,Other,Kolkata,2023-10-09,155,7,4.39,11037,1.83,56.1,Mixed
T00229,R0202,Zone_2,11.43,101.31,137.08,Cash,2024-05-27,1,Aadhya Reddy,27,Male,Ahmedabad,2021-10-28,317,0,4.72,6371,0.91,58.4,Residential
T00230,R0040,Zone_5,10.93,60.73,105.22,UPI,2023-08-23,0,Aarav Gupta,34,Other,Surat,2023-05-05,485,36,4.41,2590,1.31,43.9,Business
T00231,R0026,Zone_5,10.33,93.77,103.48,Cash,2023-08-22,1,Aarav Kumar,26,Female,Surat,2020-04-17,44,5,3.17,2590,1.31,43.9,Business
T00232,R0263,Zone_8,0.91,5.48,15.01,Wallet,2023-09-17,0,Ishaan Das,31,Other,Chennai,2020-12-30,297,21,3.84,4516,1.93,31.0,Business
T00233,R0089,Zone_2,10.2,86.91,111.34,Cash,2023-12-14,1,Saanvi Reddy,48,Other,Surat,2022-09-21,308,6,3.91,6371,0.91,58.4,Residential
T00234,R0169,Zone_6,8.41,64.65,179.19,Cash,2024-03-02,0,Reyansh Kumar,32,Male,Delhi,2023-02-21,497,81,4.19,14627,0.54,37.6,Mixed
T00235,R0133,Zone_7,12.8,120.24,107.26,Cash,2023-09-22,0,Diya Kumar,25,Female,Delhi,2019-07-13,155,11,4.4,11070,0.64,45.2,Industrial
T00236,R0067,Zone_2,16.92,98.41,247.24,UPI,2023-08-31,0,Saanvi Iyer,32,Male,Pune,2022-07-24,348,9,3.38,6371,0.91,58.4,Residential
T00237,R0176,Zone_8,15.94,123.81,128.13,Cash,2023-12-22,1,Kavya Gupta,43,Male,Mumbai,2019-05-24,260,13,3.95,4516,1.93,31.0,Business
T00238,R0073,Zone_4,8.56,81.63,170.79,Credit Card,2023-12-27,0,Meera Das,41,Other,Ahmedabad,2021-06-19,490,30,3.01,4038,2.46,48.2,Business
T00239,R0121,Zone_1,7.99,55.69,194.69,UPI,2024-07-22,1,Diya Iyer,29,Male,Pune,2023-07-13,378,10,4.17,4921,2.43,30.9,Residential
T00240,R0062,Zone_8,11.16,77.6,131.63,Credit Card,2023-03-19,1,Kavya Sharma,38,Male,Jaipur,2019-05-13,57,3,3.58,4516,1.93,31.0,Business
T00241,R0057,Zone_2,2.42,24.09,30.44,UPI,2023-09-24,0,Aadhya Reddy,39,Male,Bengaluru,2023-06-04,407,11,3.66,6371,0.91,58.4,Residential
T00242,R0252,Zone_2,0.75,4.34,7.02,UPI,2024-02-08,1,Reyansh Gupta,38,Other,Ahmedabad,2020-09-23,392,47,4.83,6371,0.91,58.4,Residential
T00243,R0162,Zone_2,5.64,46.77,85.06,UPI,2023-12-22,1,Meera Patel,30,Male,Hyderabad,2023-08-14,394,38,4.28,6371,0.91,58.4,Residential
T00244,R0076,Zone_1,14.1,117.87,299.16,UPI,2023-09-25,1,Reyansh Reddy,40,Male,Bengaluru,2022-01-02,137,13,3.34,4921,2.43,30.9,Residential
T00245,R0202,Zone_4,6.34,58.22,58.89,UPI,2023-01-25,0,Aadhya Reddy,27,Male,Ahmedabad,2021-10-28,317,0,4.72,4038,2.46,48.2,Business
T00246,R0157,Zone_8,15.51,145.17,288.59,Credit Card,2023-12-16,0,Kavya Nair,36,Female,Hyderabad,2021-11-23,319,27,4.65,4516,1.93,31.0,Business
T00247,R0056,Zone_1,5.94,56.15,62.89,Cash,2023-03-13,1,Meera Patel,40,Other,Hyderabad,2021-02-26,93,13,3.25,4921,2.43,30.9,Residential
T00248,R0011,Zone_7,0.06,0.36,0.71,Cash,2023-10-12,0,Vivaan Nair,26,Male,Chennai,2020-04-14,208,34,4.0,11070,0.64,45.2,Industrial
T00249,R0082,Zone_5,7.38,41.21,121.67,Cash,2023-09-12,0,Kavya Singh,26,Other,Pune,2022-12-27,274,23,3.15,2590,1.31,43.9,Business
T00250,R0019,Zone_2,12.44,100.53,277.71,Wallet,2023-10-23,1,Kavya Patel,40,Other,Mumbai,2023-04-02,266,24,4.08,6371,0.91,58.4,Residential
T00251,R0098,Zone_8,7.65,60.38,105.72,Credit Card,2024-01-16,1,Diya Singh,21,Other,Bengaluru,2023-04-29,286,56,3.5,4516,1.93,31.0,Business
T00252,R0095,Zone_9,7.52,46.67,157.71,Credit Card,2024-04-18,0,Kavya Iyer,29,Female,Chennai,2020-10-07,481,77,4.26,11037,1.83,56.1,Mixed
T00253,R0183,Zone_2,7.39,49.26,151.29,UPI,2024-05-18,0,Arjun Patel,43,Other,Jaipur,2022-08-27,406,66,3.79,6371,0.91,58.4,Residential
T00254,R0199,Zone_5,0.81,7.51,9.48,Wallet,2023-12-30,0,Aarav Das,29,Male,Ahmedabad,2021-08-03,344,27,3.91,2590,1.31,43.9,Business
T00255,R0189,Zone_3,13.79,108.02,332.1,Credit Card,2023-11-18,1,Reyansh Gupta,29,Female,Delhi,2019-09-16,238,42,3.28,12971,2.11,38.0,Business
T00256,R0089,Zone_9,4.59,37.26,55.71,UPI,2024-02-14,1,Saanvi Reddy,48,Other,Surat,2022-09-21,308,6,3.91,11037,1.83,56.1,Mixed
T00257,R0248,Zone_5,13.45,76.93,208.47,Wallet,2023-06-24,0,Vivaan Ghosh,18,Female,Chennai,2021-10-24,104,12,3.65,2590,1.31,43.9,Business
T00258,R0036,Zone_5,7.65,72.54,96.95,Credit Card,2024-07-05,1,Aadhya Das,30,Female,Surat,2022-03-16,177,15,4.9,2590,1.31,43.9,Business
T00259,R0277,Zone_8,13.34,120.48,265.12,Credit Card,2024-04-28,0,Kavya Gupta,42,Female,Jaipur,2021-01-22,433,16,3.06,4516,1.93,31.0,Business
T00260,R0030,Zone_8,9.72,89.48,187.93,UPI,2024-01-22,0,Saanvi Patel,25,Other,Mumbai,2021-01-08,442,58,3.72,4516,1.93,31.0,Business
T00261,R0297,Zone_7,7.47,64.32,112.52,UPI,2023-03-15,0,Saanvi Gupta,47,Male,Pune,2023-09-20,396,46,3.87,11070,0.64,45.2,Industrial
T00262,R0258,Zone_4,9.13,74.19,153.15,Wallet,2023-10-21,0,Vivaan Nair,32,Female,Jaipur,2020-01-29,313,39,3.76,4038,2.46,48.2,Business
T00263,R0171,Zone_5,0.64,4.35,8.82,UPI,2024-04-14,0,Kavya Singh,23,Female,Jaipur,2019-05-13,276,19,4.3,2590,1.31,43.9,Business
T00264,R0194,Zone_8,8.03,50.32,196.06,Wallet,2023-08-26,1,Arjun Iyer,30,Other,Jaipur,2023-02-10,10,2,4.06,4516,1.93,31.0,Business
T00265,R0247,Zone_10,16.58,92.71,367.35,Cash,2023-02-15,0,Aadhya Das,37,Male,Bengaluru,2021-05-11,249,47,4.92,2440,1.54,35.4,Industrial
T00266,R0029,Zone_7,14.54,94.52,264.43,Wallet,2023-08-18,1,Kavya Iyer,30,Male,Surat,2022-07-24,4,0,3.69,11070,0.64,45.2,Industrial
T00267,R0276,Zone_3,3.07,28.47,50.2,Cash,2023-07-26,0,Aadhya Ghosh,26,Other,Chennai,2022-11-07,196,1,3.63,12971,2.11,38.0,Business
T00268,R0181,Zone_9,10.53,91.09,114.62,Wallet,2023-09-16,0,Arjun Patel,32,Male,Hyderabad,2019-01-09,349,32,3.75,11037,1.83,56.1,Mixed
T00269,R0234,Zone_7,9.24,82.63,141.91,Credit Card,2023-08-09,1,Saanvi Nair,32,Other,Pune,2022-12-01,183,31,3.98,11070,0.64,45.2,Industrial
T00270,R0129,Zone_4,12.09,107.4,169.03,Credit Card,2023-05-25,1,Vivaan Singh,35,Male,Hyderabad,2022-10-08,158,10,3.9,4038,2.46,48.2,Business
T00271,R0186,Zone_9,8.47,61.46,150.05,Wallet,2023-11-14,1,Ishaan Sharma,18,Other,Hyderabad,2020-12-11,373,19,3.26,11037,1.83,56.1,Mixed
T00272,R0268,Zone_5,6.83,55.86,110.21,Credit Card,2024-06-12,0,Ishaan Kumar,34,Male,Chennai,2022-10-16,10,0,4.6,2590,1.31,43.9,Business
T00273,R0157,Zone_9,14.65,125.74,288.9,UPI,2023-03-18,0,Kavya Nair,36,Female,Hyderabad,2021-11-23,319,27,4.65,11037,1.83,56.1,Mixed
T00274,R0088,Zone_10,9.08,47.12,207.15,Credit Card,2023-11-08,1,Diya Iyer,22,Other,Jaipur,2019-07-07,438,0,4.78,2440,1.54,35.4,Industrial
T00275,R0018,Zone_7,14.28,111.85,278.59,Cash,2024-07-03,1,Aarav Reddy,49,Female,Delhi,2023-01-09,446,86,3.29,11070,0.64,45.2,Industrial
T00276,R0099,Zone_3,12.87,123.91,270.61,Wallet,2024-03-13,0,Diya Gupta,35,Other,Mumbai,2021-08-21,80,8,3.7,12971,2.11,38.0,Business
T00277,R0250,Zone_10,6.38,48.44,91.22,Wallet,2023-09-27,1,Aadhya Iyer,34,Female,Jaipur,2021-02-01,163,31,4.63,2440,1.54,35.4,Industrial
T00278,R0045,Zone_6,7.16,58.69,62.36,Credit Card,2023-02-02,1,Saanvi Iyer,34,Other,Ahmedabad,2023-07-12,100,16,4.88,14627,0.54,37.6,Mixed
T00279,R0254,Zone_2,17.65,102.86,180.18,UPI,2023-02-16,0,Meera Kumar,18,Male,Delhi,2020-03-09,363,70,3.68,6371,0.91,58.4,Residential
T00280,R0006,Zone_8,8.96,56.76,197.75,Cash,2023-02-04,0,Aarav Das,45,Female,Jaipur,2023-06-30,248,13,4.64,4516,1.93,31.0,Business
T00281,R0173,Zone_3,4.21,33.25,38.42,UPI,2023-07-13,1,Saanvi Ghosh,26,Other,Mumbai,2020-01-15,389,55,4.28,12971,2.11,38.0,Business
T00282,R0234,Zone_8,2.0,17.63,21.3,Wallet,2024-01-11,1,Saanvi Nair,32,Other,Pune,2022-12-01,183,31,3.98,4516,1.93,31.0,Business
T00283,R0232,Zone_2,12.87,74.19,128.37,Credit Card,2024-03-24,1,Meera Das,38,Male,Jaipur,2022-12-08,172,15,3.94,6371,0.91,58.4,Residential
T00284,R0129,Zone_1,8.8,75.07,115.67,Wallet,2024-01-03,1,Vivaan Singh,35,Male,Hyderabad,2022-10-08,158,10,3.9,4921,2.43,30.9,Residential
T00285,R0133,Zone_9,4.04,28.1,81.2,Credit Card,2024-06-12,0,Diya Kumar,25,Female,Delhi,2019-07-13,155,11,4.4,11037,1.83,56.1,Mixed
T00286,R0127,Zone_4,11.37,66.58,179.05,Credit Card,2024-08-23,1,Vivaan Kumar,38,Male,Chennai,2020-03-17,43,2,4.83,4038,2.46,48.2,Business
T00287,R0237,Zone_5,8.8,81.48,147.6,Credit Card,2023-09-02,1,Aadhya Nair,40,Male,Chennai,2022-12-13,36,3,3.71,2590,1.31,43.9,Business
T00288,R0180,Zone_2,0.30000000000000004,2.4,6.82,Credit Card,2024-01-07,0,Diya Kumar,33,Male,Hyderabad,2019-12-03,44,4,4.53,6371,0.91,58.4,Residential
T00289,R0277,Zone_1,10.94,104.91,138.1,Credit Card,2024-08-15,0,Kavya Gupta,42,Female,Jaipur,2021-01-22,433,16,3.06,4921,2.43,30.9,Residential
T00290,R0068,Zone_1,14.67,124.27,256.47,Wallet,2024-04-21,1,Meera Singh,30,Female,Ahmedabad,2022-08-31,456,70,4.97,4921,2.43,30.9,Residential
T00291,R0169,Zone_10,20.8,164.64,379.11,UPI,2023-02-18,1,Reyansh Kumar,32,Male,Delhi,2023-02-21,497,81,4.19,2440,1.54,35.4,Industrial
T00292,R0190,Zone_4,8.17,66.73,198.59,Cash,2024-08-05,1,Saanvi Iyer,35,Other,Surat,2020-09-25,274,47,4.12,4038,2.46,48.2,Business
T00293,R0109,Zone_10,9.16,66.29,213.82,UPI,2023-05-12,0,Vivaan Kumar,35,Female,Delhi,2022-11-19,62,5,3.35,2440,1.54,35.4,Industrial
T00294,R0094,Zone_6,16.03,147.85,146.27,Wallet,2023-01-12,1,Diya Iyer,41,Other,Delhi,2023-04-13,480,62,4.87,14627,0.54,37.6,Mixed
T00295,R0229,Zone_1,8.84,79.58,96.2,Wallet,2023-04-08,1,Reyansh Ghosh,22,Female,Mumbai,2020-11-23,146,16,4.43,4921,2.43,30.9,Residential
T00296,R0084,Zone_5,9.38,67.84,183.0,Cash,2023-12-18,1,Kavya Sharma,38,Male,Jaipur,2019-07-21,366,6,4.67,2590,1.31,43.9,Business
T00297,R0013,Zone_7,4.85,41.88,92.68,Wallet,2023-12-07,0,Ishaan Gupta,43,Female,Kolkata,2019-04-01,6,0,3.91,11070,0.64,45.2,Industrial
T00298,R0222,Zone_10,1.03,6.71,22.09,Wallet,2023-08-10,1,Aarav Singh,27,Male,Surat,2022-08-28,475,12,3.44,2440,1.54,35.4,Industrial
T00299,R0110,Zone_3,12.56,73.2,187.1,Wallet,2023-12-07,0,Vivaan Patel,19,Female,Kolkata,2023-02-04,224,28,4.43,12971,2.11,38.0,Business
T00300,R0030,Zone_10,1.63,9.91,36.07,UPI,2023-09-08,1,Saanvi Patel,25,Other,Mumbai,2021-01-08,442,58,3.72,2440,1.54,35.4,Industrial
T00301,R0037,Zone_10,13.7,92.43,300.6,Wallet,2024-01-21,0,Aadhya Iyer,32,Other,Ahmedabad,2020-11-21,489,6,3.36,2440,1.54,35.4,Industrial
T00302,R0191,Zone_8,4.06,26.03,73.11,Credit Card,2023-05-07,0,Meera Gupta,33,Other,Surat,2020-08-14,87,6,4.56,4516,1.93,31.0,Business
T00303,R0047,Zone_2,9.33,90.48,95.23,Cash,2024-01-23,0,Reyansh Iyer,51,Female,Bengaluru,2021-10-07,69,3,4.86,6371,0.91,58.4,Residential
T00304,R0153,Zone_4,6.14,51.22,62.16,Cash,2023-06-15,0,Aadhya Ghosh,20,Male,Mumbai,2020-05-04,76,14,4.54,4038,2.46,48.2,Business
T00305,R0037,Zone_6,13.87,104.8,212.4,UPI,2023-05-15,1,Aadhya Iyer,32,Other,Ahmedabad,2020-11-21,489,6,3.36,14627,0.54,37.6,Mixed
T00306,R0164,Zone_10,9.5,52.89,128.05,UPI,2024-01-14,0,Aadhya Ghosh,37,Other,Ahmedabad,2022-07-06,249,23,4.02,2440,1.54,35.4,Industrial
T00307,R0090,Zone_4,17.8,146.74,435.5,Wallet,2024-03-08,0,Kavya Iyer,33,Female,Mumbai,2021-01-31,152,25,4.51,4038,2.46,48.2,Business
T00308,R0074,Zone_3,2.58,22.59,36.36,Credit Card,2023-04-16,0,Vivaan Ghosh,23,Male,Kolkata,2023-09-11,199,22,4.89,12971,2.11,38.0,Business
T00309,R0080,Zone_4,10.07,64.41,162.79,Wallet,2023-01-19,1,Reyansh Kumar,19,Female,Mumbai,2021-05-15,34,6,4.6,4038,2.46,48.2,Business
